195,2300669,2,8 mins 15 secs,5,0,0.43,0.43,0.43,0,0.43,0.87,0.43,0.43,0,0.65,0.87
196,1416669,6,36 mins 17 secs,5.87,0.87,0.87,0.43,0.22,0.43,0.43,0.87,0,0.65,0,0.65,0.43
197,2381865,1,19 mins 5 secs,3.22,0.17,0.22,0.43,0,0,0,0.22,0,1.3,0,0,0.87
198,3306685,3,7 mins 8 secs,9.39,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.43,2.17
199,2381865,2,4 mins 52 secs,8.52,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.3,0.43,0,2.17
200,2017673,1,21 mins 2 secs,6.26,0.17,0.43,0.43,0,0,0,0.43,0.43,1.3,0.43,0.87,1.74
201,2301676,1,21 mins 1 sec,4.91,0.35,0.43,0.43,0,0.43,0,0.87,0,0,0,0.65,1.74
202,2291566,1,24 mins 59 secs,4.91,0.35,0,0.43,0,0,0,0.87,0,1.3,0,0.65,1.3
203,2341665,2,12 hours 8 mins,5.22,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0,0.22,0,0.22,0.43
204,2107670,2,39 mins 14 secs,6.65,0.35,0.43,0.43,0.43,0.43,0.43,0.65,0.43,0.87,0,0.87,1.3
205,2721669,2,10 mins 35 secs,7.3,0.35,0.22,0.43,0.43,0.43,0.43,0.65,0.43,1.3,0,0.87,1.74
206,2305682,4,17 mins 6 secs,9.13,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.3,0.43,0.87,1.74
207,2108679,3,17 mins 3 secs,8.3,0.7,0.87,0.43,0.43,0,0.43,0.87,0.43,1.3,0.43,0.65,1.74
208,2811673,1,35 mins 34 secs,7.22,0.7,0.43,0.43,0,0,0.43,0.65,0.43,1.3,0,0.65,2.17
209,1404673,2,20 mins 55 secs,9.35,0.87,0.87,0.43,0.43,0.43,0.43,0.65,0.43,1.74,0.43,0.87,1.74
210,2017673,2,7 mins 41 secs,8.17,0.35,0.87,0.43,0.43,0,0.43,0.87,0.43,1.74,0.43,0.87,1.3
211,2393065,1,35 mins 24 secs,5.22,0,0.43,0.43,0,0.43,0.43,0.22,0,1.74,0,0.65,0.87
212,2811669,2,36 mins 21 secs,6.13,0.7,0.87,0,0,0.43,0.43,0.87,0.43,0.43,0,0.65,1.3
213,2202685,2,17 mins 13 secs,4.3,0.17,0.43,0.43,0,0.43,0.43,0.87,0,0.43,0,0.22,0.87
214,2393365,2,13 mins 1 sec,9.65,0.52,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
215,1321673,5,7 mins 18 secs,8.04,0.87,0.87,0.43,0.43,0.43,0.43,0.65,0.43,0.65,0.43,0.22,2.17
